source_mat_id,source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orcid,tidal_stage,depth,replicate,samp_size_vol,time_fi,size_frac,size_frac_low,size_frac_up,membr_cut,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,long_store,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,failure,failure_comment,ENA_accession_number_sample
EMOBON_ROSKOGO_Wa_210618_200um_1,EMO BON ROSKOGO Wa 210618 3µm_1,EMOBON metagenome water sample from station ROSKOGO collected on 2021-06-18 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-06-18,ROSKOGO_Wa_210618,Christian Jeanthon; Laurence Garczarek,0000-0002-7339-574X; 0000-0002-8191-8395,flood_tide,2.0,1.0,7.5,2021-06-18T12:00+02:00,3-200,3.0,200.0,True,Hand pump,WaSOP 1,na,2021-06-18,,-80.0,Christian Jeanthon,0000-0002-7339-574X,,,False,2021-10-19,2021-10-22,-70.0,2021-11-24,2021-11-24,False,,
EMOBON_ROSKOGO_Wa_210618_200um_2,EMO BON ROSKOGO Wa 210618 3µm_2,EMOBON metagenome water sample from station ROSKOGO collected on 2021-06-18 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-06-18,ROSKOGO_Wa_210618,Christian Jeanthon; Laurence Garczarek,0000-0002-7339-574X; 0000-0002-8191-8395,flood_tide,2.0,2.0,7.5,2021-06-18T12:00+02:00,3-200,3.0,200.0,True,Hand pump,WaSOP 1,na,2021-06-18,,-80.0,Christian Jeanthon,0000-0002-7339-574X,,,False,2021-10-19,2021-10-22,-70.0,2021-11-24,2021-11-24,False,,
EMOBON_ROSKOGO_Wa_210618_200um_3,EMO BON ROSKOGO Wa 210618 3µm_3,EMOBON metagenome water sample from station ROSKOGO collected on 2021-06-18 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-06-18,ROSKOGO_Wa_210618,Christian Jeanthon; Laurence Garczarek,0000-0002-7339-574X; 0000-0002-8191-8395,flood_tide,2.0,3.0,7.5,2021-06-18T12:30+02:00,3-200,3.0,200.0,True,Hand pump,WaSOP 1,na,2021-06-18,,-80.0,Christian Jeanthon,0000-0002-7339-574X,,,True,,,,,,,,
EMOBON_ROSKOGO_Wa_210618_200um_4,EMO BON ROSKOGO Wa 210618 3µm_4,EMOBON metagenome water sample from station ROSKOGO collected on 2021-06-18 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-06-18,ROSKOGO_Wa_210618,Christian Jeanthon; Laurence Garczarek,0000-0002-7339-574X; 0000-0002-8191-8395,flood_tide,2.0,4.0,7.5,2021-06-18T12:30+02:00,3-200,3.0,200.0,True,Hand pump,WaSOP 1,na,2021-06-18,,-80.0,Christian Jeanthon,0000-0002-7339-574X,,,True,,,,,,,,
EMOBON_ROSKOGO_Wa_210618_3um_1,EMO BON ROSKOGO Wa 210618 0.22µm_1,EMOBON metagenome water sample from station ROSKOGO collected on 2021-06-18 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-06-18,ROSKOGO_Wa_210618,Christian Jeanthon; Laurence Garczarek,0000-0002-7339-574X; 0000-0002-8191-8395,flood_tide,2.0,1.0,7.5,2021-06-18T12:00+02:00,0.2-3,0.2,3.0,True,Hand pump,WaSOP 1,na,2021-06-18,,-80.0,Christian Jeanthon,0000-0002-7339-574X,,,False,2021-10-19,2021-10-22,-70.0,2021-11-24,2021-11-24,True,non-quantifiable DNA after extraction,
EMOBON_ROSKOGO_Wa_210618_3um_2,EMO BON ROSKOGO Wa 210618 0.22µm_2,EMOBON metagenome water sample from station ROSKOGO collected on 2021-06-18 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-06-18,ROSKOGO_Wa_210618,Christian Jeanthon; Laurence Garczarek,0000-0002-7339-574X; 0000-0002-8191-8395,flood_tide,2.0,2.0,7.5,2021-06-18T12:00+02:00,0.2-3,0.2,3.0,True,Hand pump,WaSOP 1,na,2021-06-18,,-80.0,Christian Jeanthon,0000-0002-7339-574X,,,False,2021-10-19,2021-10-22,-70.0,2021-11-24,2021-11-24,True,low yields; seq library prep failed,
EMOBON_ROSKOGO_Wa_210618_3um_3,EMO BON ROSKOGO Wa 210618 0.22µm_3,EMOBON metagenome water sample from station ROSKOGO collected on 2021-06-18 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-06-18,ROSKOGO_Wa_210618,Christian Jeanthon; Laurence Garczarek,0000-0002-7339-574X; 0000-0002-8191-8395,flood_tide,2.0,3.0,7.5,2021-06-18T12:30+02:00,0.2-3,0.2,3.0,True,Hand pump,WaSOP 1,na,2021-06-18,,-80.0,Christian Jeanthon,0000-0002-7339-574X,,,True,,,,,,,,
EMOBON_ROSKOGO_Wa_210618_3um_4,EMO BON ROSKOGO Wa 210618 0.22µm_4,EMOBON metagenome water sample from station ROSKOGO collected on 2021-06-18 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-06-18,ROSKOGO_Wa_210618,Christian Jeanthon; Laurence Garczarek,0000-0002-7339-574X; 0000-0002-8191-8395,flood_tide,2.0,4.0,7.5,2021-06-18T12:30+02:00,0.2-3,0.2,3.0,True,Hand pump,WaSOP 1,na,2021-06-18,,-80.0,Christian Jeanthon,0000-0002-7339-574X,,,True,,,,,,,,
EMOBON_ROSKOGO_Wa_210618_um_blank1,EMO BON ROSKOGO Wa 210618 3µm_Blank,EMOBON metagenome water sample from station ROSKOGO collected on 2021-06-18 size fraction 3um,32644,unidentified,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-06-18,ROSKOGO_Wa_210618,Christian Jeanthon; Laurence Garczarek,0000-0002-7339-574X; 0000-0002-8191-8395,flood_tide,2.0,,7.5,2021-06-18T13:00+02:00,3,3.0,,True,Hand pump,WaSOP 1,na,2021-06-18,,-80.0,Christian Jeanthon,0000-0002-7339-574X,,,True,,,,,,,,
EMOBON_ROSKOGO_Wa_210618_um_blank2,EMO BON ROSKOGO Wa 210618 3µm_Blank,EMOBON metagenome water sample from station ROSKOGO collected on 2021-06-18 size fraction 3um,32644,unidentified,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-06-18,ROSKOGO_Wa_210618,Christian Jeanthon; Laurence Garczarek,0000-0002-7339-574X; 0000-0002-8191-8395,flood_tide,2.0,,7.5,2021-06-18T13:00+02:00,3,3.0,,True,Hand pump,WaSOP 1,na,2021-06-18,,-80.0,Christian Jeanthon,0000-0002-7339-574X,,,True,,,,,,,,
