source_mat_id,arr_date_hq,arr_date_seq,collection_date,depth,env_material,failure,failure_comment,investigation_type,long_store,membr_cut,replicate,samp_collect_device,samp_description,samp_mat_process,samp_mat_process_dev,samp_size_vol,samp_store_date,samp_store_loc,samp_store_temp,sampl_person,sampling_event,ship_date,ship_date_seq,size_frac,size_frac_low,size_frac_up,source_mat_id_orig,store_person,store_temp_hq,tax_id,time_fi,noteworthy_env_cond,other_person,other_person_orcid,sampl_person_orcid,store_person_orcid,tidal_stage
EMOBON_EMT21_Wa_1,2021-10-13,2021-11-24,2021-08-25,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],F,,metagenome,N,Y,1,Niskin,EMOBON metagenome water sample from station EMT21 collected on 2021-08-25 size fraction 3-200um,WaSOP 1,,5.0,2021-08-25,cryopreservation room,-80,Jose González,EMT21_Wa_210825,2021-10-11,2021-11-24,3-200,3.0,200.0,EMO BON EMT21 Wa 210825 3um (1),Jose González,-70.0,1874687,0,,,,0000-0003-1576-9819,0000-0003-1576-9819,ebb_tide
EMOBON_EMT21_Wa_2,2021-10-13,2021-11-24,2021-08-25,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],F,,metagenome,N,Y,2,Niskin,EMOBON metagenome water sample from station EMT21 collected on 2021-08-25 size fraction 3-200um,WaSOP 1,,5.0,2021-08-25,cryopreservation room,-80,Jose González,EMT21_Wa_210825,2021-10-11,2021-11-24,3-200,3.0,200.0,EMO BON EMT21 Wa 210825 3um (2),Jose González,-70.0,1874687,0,,,,0000-0003-1576-9819,0000-0003-1576-9819,ebb_tide
EMOBON_EMT21_Wa_3,,,2021-08-25,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,3,Niskin,EMOBON metagenome water sample from station EMT21 collected on 2021-08-25 size fraction 3-200um,WaSOP 1,,5.0,2021-08-25,cryopreservation room,-80,Jose González,EMT21_Wa_210825,,,3-200,3.0,200.0,EMO BON EMT21 Wa 210825 3um (3),Jose González,,1874687,0,,,,0000-0003-1576-9819,0000-0003-1576-9819,ebb_tide
EMOBON_EMT21_Wa_4,,,2021-08-25,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,4,Niskin,EMOBON metagenome water sample from station EMT21 collected on 2021-08-25 size fraction 3-200um,WaSOP 1,,5.0,2021-08-25,cryopreservation room,-80,Jose González,EMT21_Wa_210825,,,3-200,3.0,200.0,EMO BON EMT21 Wa 210825 3um (4),Jose González,,1874687,0,,,,0000-0003-1576-9819,0000-0003-1576-9819,ebb_tide
EMOBON_EMT21_Wa_5,,,2021-08-25,,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,blank_1,,EMOBON metagenome water sample from station EMT21 collected on 2021-08-25 size fraction 3-200um,WaSOP 1,,5.0,2021-08-25,cryopreservation room,-80,Jose González,EMT21_Wa_210825,,,3-200,3.0,200.0,EMO BON EMT21 Wa 210825 3um (BLANK),Jose González,,256318,0,,,,0000-0003-1576-9819,0000-0003-1576-9819,ebb_tide
EMOBON_EMT21_Wa_6,2021-10-13,2021-11-24,2021-08-25,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],F,,metagenome,N,Y,1,Niskin,EMOBON metagenome water sample from station EMT21 collected on 2021-08-25 size fraction 0.2-3um,WaSOP 1,,5.0,2021-08-25,cryopreservation room,-80,Jose González,EMT21_Wa_210825,2021-10-11,2021-11-24,0.2-3,0.2,3.0,EMO BON EMT21 Wa 210825 0.2um (1),Jose González,-70.0,1874687,0,,,,0000-0003-1576-9819,0000-0003-1576-9819,ebb_tide
EMOBON_EMT21_Wa_7,2021-10-13,2021-11-24,2021-08-25,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],F,,metagenome,N,Y,2,Niskin,EMOBON metagenome water sample from station EMT21 collected on 2021-08-25 size fraction 0.2-3um,WaSOP 1,,5.0,2021-08-25,cryopreservation room,-80,Jose González,EMT21_Wa_210825,2021-10-11,2021-11-24,0.2-3,0.2,3.0,EMO BON EMT21 Wa 210825 0.2um (2),Jose González,-70.0,1874687,0,,,,0000-0003-1576-9819,0000-0003-1576-9819,ebb_tide
EMOBON_EMT21_Wa_8,,,2021-08-25,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,3,Niskin,EMOBON metagenome water sample from station EMT21 collected on 2021-08-25 size fraction 0.2-3um,WaSOP 1,,5.0,2021-08-25,cryopreservation room,-80,Jose González,EMT21_Wa_210825,,,0.2-3,0.2,3.0,EMO BON EMT21 Wa 210825 0.2um (3),Jose González,,1874687,0,,,,0000-0003-1576-9819,0000-0003-1576-9819,ebb_tide
EMOBON_EMT21_Wa_9,,,2021-08-25,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,4,Niskin,EMOBON metagenome water sample from station EMT21 collected on 2021-08-25 size fraction 0.2-3um,WaSOP 1,,5.0,2021-08-25,cryopreservation room,-80,Jose González,EMT21_Wa_210825,,,0.2-3,0.2,3.0,EMO BON EMT21 Wa 210825 0.2um (4),Jose González,,1874687,0,,,,0000-0003-1576-9819,0000-0003-1576-9819,ebb_tide
EMOBON_EMT21_Wa_10,,,2021-08-25,,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,blank_1,,EMOBON metagenome water sample from station EMT21 collected on 2021-08-25 size fraction 0.2-3um,WaSOP 1,,5.0,2021-08-25,cryopreservation room,-80,Jose González,EMT21_Wa_210825,,,0.2-3,0.2,3.0,EMO BON EMT21 Wa 210825 0.2um (BLANK),Jose González,,256318,0,,,,0000-0003-1576-9819,0000-0003-1576-9819,ebb_tide
EMOBON_EMT21_Wa_11,,,2021-08-25,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,1,Plankton net (20um),EMOBON metagenome water sample from station EMT21 collected on 2021-08-25 size fraction 20um,WaSOP 2,Horizontal tow (50m),0.1,2021-08-25,cryopreservation room,-80,Jose González,EMT21_Wa_210825,,,20,20.0,,EMO BON EMT21 Wa 210825 20um (1),Jose González,,1874687,0,,,,0000-0003-1576-9819,0000-0003-1576-9819,ebb_tide
EMOBON_EMT21_Wa_12,,,2021-08-25,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,2,Plankton net (20um),EMOBON metagenome water sample from station EMT21 collected on 2021-08-25 size fraction 20um,WaSOP 2,Horizontal tow (50m),0.1,2021-08-25,cryopreservation room,-80,Jose González,EMT21_Wa_210825,,,20,20.0,,EMO BON EMT21 Wa 210825 20um (2),Jose González,,1874687,0,,,,0000-0003-1576-9819,0000-0003-1576-9819,ebb_tide
EMOBON_EMT21_Wa_13,,,2021-08-25,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,3,Plankton net (20um),EMOBON metagenome water sample from station EMT21 collected on 2021-08-25 size fraction 20um,WaSOP 2,Horizontal tow (50m),0.1,2021-08-25,cryopreservation room,-80,Jose González,EMT21_Wa_210825,,,20,20.0,,EMO BON EMT21 Wa 210825 20um (3),Jose González,,1874687,0,,,,0000-0003-1576-9819,0000-0003-1576-9819,ebb_tide
EMOBON_EMT21_Wa_14,,,2021-08-25,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,4,Plankton net (20um),EMOBON metagenome water sample from station EMT21 collected on 2021-08-25 size fraction 20um,WaSOP 2,Horizontal tow (50m),0.1,2021-08-25,cryopreservation room,-80,Jose González,EMT21_Wa_210825,,,20,20.0,,EMO BON EMT21 Wa 210825 20um (4),Jose González,,1874687,0,,,,0000-0003-1576-9819,0000-0003-1576-9819,ebb_tide
