source_mat_id,arr_date_hq,arr_date_seq,collection_date,depth,env_material,failure,failure_comment,investigation_type,long_store,membr_cut,replicate,samp_collect_device,samp_description,samp_mat_process,samp_mat_process_dev,samp_size_vol,samp_store_date,samp_store_loc,samp_store_temp,sampl_person,sampling_event,ship_date,ship_date_seq,size_frac,size_frac_low,size_frac_up,source_mat_id_orig,store_person,store_temp_hq,tax_id,time_fi,noteworthy_env_cond,other_person,other_person_orcid,sampl_person_orcid,store_person_orcid,tidal_stage
EMOBON_AAOT_Wa_1,2021-10-14,2021-11-24,2021-06-22,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],F,,metagenome,N,Y,1,Niskin,EMOBON metagenome water sample from station AAOT collected on 2021-06-22 size fraction 3-200um,WaSOP 1,,5.0,2021-06-22,"DeepFreezer No2, second shelf, drawer 1",-78,Mauro Bastianini,AAOT_Wa_210622,2021-10-11,2021-11-24,3-200,3.0,200,EMO BON AAOT Wa 210622 3um_1,Mauro Bastianini,-70.0,1874687,1.5,,,,0000-0001-6758-4192,0000-0001-6758-4192,high_tide
EMOBON_AAOT_Wa_2,2021-10-14,2021-11-24,2021-06-22,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],F,,metagenome,N,Y,2,Niskin,EMOBON metagenome water sample from station AAOT collected on 2021-06-22 size fraction 3-200um,WaSOP 1,,5.0,2021-06-22,"DeepFreezer No2, second shelf, drawer 1",-78,Mauro Bastianini,AAOT_Wa_210622,2021-10-11,2021-11-24,3-200,3.0,200,EMO BON AAOT Wa 210622 3um_2,Mauro Bastianini,-70.0,1874687,1.5,,,,0000-0001-6758-4192,0000-0001-6758-4192,high_tide
EMOBON_AAOT_Wa_3,,,2021-06-22,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,3,Niskin,EMOBON metagenome water sample from station AAOT collected on 2021-06-22 size fraction 3-200um,WaSOP 1,,5.0,2021-06-22,"DeepFreezer No2, second shelf, drawer 1",-78,Mauro Bastianini,AAOT_Wa_210622,,,3-200,3.0,200,EMO BON AAOT Wa 210622 3um_3,Mauro Bastianini,,1874687,1.5,,,,0000-0001-6758-4192,0000-0001-6758-4192,high_tide
EMOBON_AAOT_Wa_4,,,2021-06-22,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,4,Niskin,EMOBON metagenome water sample from station AAOT collected on 2021-06-22 size fraction 3-200um,WaSOP 1,,5.0,2021-06-22,"DeepFreezer No2, second shelf, drawer 1",-78,Mauro Bastianini,AAOT_Wa_210622,,,3-200,3.0,200,EMO BON AAOT Wa 210622 3um_4,Mauro Bastianini,,1874687,1.5,,,,0000-0001-6758-4192,0000-0001-6758-4192,high_tide
EMOBON_AAOT_Wa_5,,,2021-06-22,1.0,MilliQ water [ENVO:00003065],,,metagenome,Y,Y,blank_1,Niskin,EMOBON metagenome water sample from station AAOT collected on 2021-06-22 size fraction 3-200um,WaSOP 1,,5.0,2021-06-22,"DeepFreezer No2, second shelf, drawer 1",-78,Mauro Bastianini,AAOT_Wa_210622,,,3-200,3.0,200,EMO BON AAOT Wa 210622 3um_BLANK,Mauro Bastianini,,256318,1.5,,,,0000-0001-6758-4192,0000-0001-6758-4192,high_tide
EMOBON_AAOT_Wa_6,2021-10-14,2021-11-24,2021-06-22,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],F,,metagenome,N,Y,1,Niskin,EMOBON metagenome water sample from station AAOT collected on 2021-06-22 size fraction 0.2-3um,WaSOP 1,,5.0,2021-06-22,"DeepFreezer No2, second shelf, drawer 1",-78,Mauro Bastianini,AAOT_Wa_210622,2021-10-11,2021-11-24,0.2-3,0.2,3,EMO BON AAOT Wa 210622 0.22um_1,Mauro Bastianini,-70.0,1874687,1.5,,,,0000-0001-6758-4192,0000-0001-6758-4192,high_tide
EMOBON_AAOT_Wa_7,2021-10-14,2021-11-24,2021-06-22,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],F,,metagenome,N,Y,2,Niskin,EMOBON metagenome water sample from station AAOT collected on 2021-06-22 size fraction 0.2-3um,WaSOP 1,,5.0,2021-06-22,"DeepFreezer No2, second shelf, drawer 1",-78,Mauro Bastianini,AAOT_Wa_210622,2021-10-11,2021-11-24,0.2-3,0.2,3,EMO BON AAOT Wa 210622 0.22um_2,Mauro Bastianini,-70.0,1874687,1.5,,,,0000-0001-6758-4192,0000-0001-6758-4192,high_tide
EMOBON_AAOT_Wa_8,,,2021-06-22,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,3,Niskin,EMOBON metagenome water sample from station AAOT collected on 2021-06-22 size fraction 0.2-3um,WaSOP 1,,5.0,2021-06-22,"DeepFreezer No2, second shelf, drawer 1",-78,Mauro Bastianini,AAOT_Wa_210622,,,0.2-3,0.2,3,EMO BON AAOT Wa 210622 0.22um_3,Mauro Bastianini,,1874687,1.5,,,,0000-0001-6758-4192,0000-0001-6758-4192,high_tide
EMOBON_AAOT_Wa_9,,,2021-06-22,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,4,Niskin,EMOBON metagenome water sample from station AAOT collected on 2021-06-22 size fraction 0.2-3um,WaSOP 1,,5.0,2021-06-22,"DeepFreezer No2, second shelf, drawer 1",-78,Mauro Bastianini,AAOT_Wa_210622,,,0.2-3,0.2,3,EMO BON AAOT Wa 210622 0.22um_4,Mauro Bastianini,,1874687,1.5,,,,0000-0001-6758-4192,0000-0001-6758-4192,high_tide
EMOBON_AAOT_Wa_10,,,2021-06-22,1.0,MilliQ water [ENVO:00003065],,,metagenome,Y,Y,blank_1,Niskin,EMOBON metagenome water sample from station AAOT collected on 2021-06-22 size fraction 0.2-3um,WaSOP 1,,5.0,2021-06-22,"DeepFreezer No2, second shelf, drawer 1",-78,Mauro Bastianini,AAOT_Wa_210622,,,0.2-3,0.2,3,EMO BON AAOT Wa 210622 0.22um_BLANK,Mauro Bastianini,,256318,1.5,,,,0000-0001-6758-4192,0000-0001-6758-4192,high_tide
