source_mat_id,arr_date_hq,arr_date_seq,collection_date,depth,env_material,failure,failure_comment,investigation_type,long_store,membr_cut,replicate,samp_collect_device,samp_description,samp_mat_process,samp_mat_process_dev,samp_size_vol,samp_store_date,samp_store_loc,samp_store_temp,sampl_person,sampling_event,ship_date,ship_date_seq,size_frac,size_frac_low,size_frac_up,source_mat_id_orig,store_person,store_temp_hq,tax_id,time_fi,noteworthy_env_cond,other_person,other_person_orcid,sampl_person_orcid,store_person_orcid,tidal_stage
EMOBON_BPNS_Wa_1,2021-10-08,2021-11-24,2021-07-01,20.54,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],F,,metagenome,N,Y,1,Niskin Bottle,EMOBON metagenome water sample from station BPNS collected on 2021-07-01 size fraction 3-200um,WaSOP1,Since the pump and the filtration units had not yet arrived 20L of water was taken and frozen. These were filtered 8 weeks later.,10.0,2021-07-01,MSO LifeWatch Lab -80 Freezer,-80.0,Sander Delacauw,BPNS_Wa_210701,2021-10-05,2021-11-24,3-200,3.0,200.0,EMOBON 210701 330 WaSOP1 3μm R1,Sander Delacauw,-70.0,1874687,0.2,,Rune Lagaisse,0000-0001-9191-9140,0000-0002-5400-2891,0000-0002-5400-2891,ebb_tide
EMOBON_BPNS_Wa_2,2021-10-08,2021-11-24,2021-07-01,20.54,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],F,,metagenome,N,Y,2,Niskin Bottle,EMOBON metagenome water sample from station BPNS collected on 2021-07-01 size fraction 3-200um,WaSOP1,Since the pump and the filtration units had not yet arrived 20L of water was taken and frozen. These were filtered 8 weeks later.,10.0,2021-07-01,MSO LifeWatch Lab -80 Freezer,-80.0,Sander Delacauw,BPNS_Wa_210701,2021-10-05,2021-11-24,3-200,3.0,200.0,EMOBON 210701 330 WaSOP1 3µm R2,Sander Delacauw,-70.0,1874687,0.2,,Rune Lagaisse,0000-0001-9191-9140,0000-0002-5400-2891,0000-0002-5400-2891,ebb_tide
EMOBON_BPNS_Wa_3,,,2021-07-01,20.54,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,3,Niskin Bottle,EMOBON metagenome water sample from station BPNS collected on 2021-07-01 size fraction 3-200um,WaSOP1,Since the pump and the filtration units had not yet arrived 20L of water was taken and frozen. These were filtered 8 weeks later.,10.0,2021-07-01,MSO LifeWatch Lab -80 Freezer,-80.0,Sander Delacauw,BPNS_Wa_210701,,,3-200,3.0,200.0,EMOBON 210701 330 WaSOP1 3µm R3,Sander Delacauw,,1874687,0.2,,Rune Lagaisse,0000-0001-9191-9140,0000-0002-5400-2891,0000-0002-5400-2891,ebb_tide
EMOBON_BPNS_Wa_4,,,2021-07-01,20.54,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,4,Niskin Bottle,EMOBON metagenome water sample from station BPNS collected on 2021-07-01 size fraction 3-200um,WaSOP1,Since the pump and the filtration units had not yet arrived 20L of water was taken and frozen. These were filtered 8 weeks later.,10.0,2021-07-01,MSO LifeWatch Lab -80 Freezer,-80.0,Sander Delacauw,BPNS_Wa_210701,,,3-200,3.0,200.0,EMOBON 210701 330 WaSOP1 3µm R4,Sander Delacauw,,1874687,0.2,,Rune Lagaisse,0000-0001-9191-9140,0000-0002-5400-2891,0000-0002-5400-2891,ebb_tide
EMOBON_BPNS_Wa_5,,,2021-07-01,,MilliQ water [ENVO:00003065],,,metagenome,Y,N,blank_1,Niskin Bottle,EMOBON metagenome water sample from station BPNS collected on 2021-07-01 size fraction 3-200um,WaSOP1,Since the pump and the filtration units had not yet arrived 20L of water was taken and frozen. These were filtered 8 weeks later.,10.0,2021-07-01,MSO LifeWatch Lab -80 Freezer,-80.0,Sander Delacauw,BPNS_Wa_210701,,,3-200,3.0,200.0,EMOBON 210701 330 WaSOP1 3µm Blank,Sander Delacauw,,256318,0.033333,,Rune Lagaisse,0000-0001-9191-9140,0000-0002-5400-2891,0000-0002-5400-2891,
EMOBON_BPNS_Wa_6,2021-10-08,2021-11-24,2021-07-01,20.54,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],F,,metagenome,N,Y,2,Niskin Bottle,EMOBON metagenome water sample from station BPNS collected on 2021-07-01 size fraction 0.2-3um,WaSOP1,Since the pump and the filtration units had not yet arrived 20L of water was taken and frozen. These were filtered 8 weeks later.,10.0,2021-07-01,MSO LifeWatch Lab -80 Freezer,-80.0,Sander Delacauw,BPNS_Wa_210701,2021-10-05,2021-11-24,0.2-3,0.2,3.0,EMOBON 210701 330 WaSOP1 0.2µm R2,Sander Delacauw,-70.0,1874687,0.2,,Rune Lagaisse,0000-0001-9191-9140,0000-0002-5400-2891,0000-0002-5400-2891,ebb_tide
EMOBON_BPNS_Wa_7,2021-10-08,2021-11-24,2021-07-01,20.54,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],F,,metagenome,N,Y,1,Niskin Bottle,EMOBON metagenome water sample from station BPNS collected on 2021-07-01 size fraction 0.2-3um,WaSOP1,Since the pump and the filtration units had not yet arrived 20L of water was taken and frozen. These were filtered 8 weeks later.,10.0,2021-07-01,MSO LifeWatch Lab -80 Freezer,-80.0,Sander Delacauw,BPNS_Wa_210701,2021-10-05,2021-11-24,0.2-3,0.2,3.0,EMOBON 210701 330 WaSOP1 0.2µm R1,Sander Delacauw,-70.0,1874687,0.2,,Rune Lagaisse,0000-0001-9191-9140,0000-0002-5400-2891,0000-0002-5400-2891,ebb_tide
EMOBON_BPNS_Wa_8,,,2021-07-01,20.54,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,3,Niskin Bottle,EMOBON metagenome water sample from station BPNS collected on 2021-07-01 size fraction 0.2-3um,WaSOP1,Since the pump and the filtration units had not yet arrived 20L of water was taken and frozen. These were filtered 8 weeks later.,10.0,2021-07-01,MSO LifeWatch Lab -80 Freezer,-80.0,Sander Delacauw,BPNS_Wa_210701,,,0.2-3,0.2,3.0,EMOBON 210701 330 WaSOP1 0.2µm R3,Sander Delacauw,,1874687,0.2,,Rune Lagaisse,0000-0001-9191-9140,0000-0002-5400-2891,0000-0002-5400-2891,ebb_tide
EMOBON_BPNS_Wa_9,,,2021-07-01,20.54,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,4,Niskin Bottle,EMOBON metagenome water sample from station BPNS collected on 2021-07-01 size fraction 0.2-3um,WaSOP1,Since the pump and the filtration units had not yet arrived 20L of water was taken and frozen. These were filtered 8 weeks later.,10.0,2021-07-01,MSO LifeWatch Lab -80 Freezer,-80.0,Sander Delacauw,BPNS_Wa_210701,,,0.2-3,0.2,3.0,EMOBON 210701 330 WaSOP1 0.2µm R4,Sander Delacauw,,1874687,0.2,,Rune Lagaisse,0000-0001-9191-9140,0000-0002-5400-2891,0000-0002-5400-2891,ebb_tide
EMOBON_BPNS_Wa_10,,,2021-07-01,,MilliQ water [ENVO:00003065],,,metagenome,Y,N,blank_1,Niskin Bottle,EMOBON metagenome water sample from station BPNS collected on 2021-07-01 size fraction 0.2-3um,WaSOP1,Since the pump and the filtration units had not yet arrived 20L of water was taken and frozen. These were filtered 8 weeks later.,10.0,2021-07-01,MSO LifeWatch Lab -80 Freezer,-80.0,Sander Delacauw,BPNS_Wa_210701,,,0.2-3,0.2,3.0,EMOBON 210701 330 WaSOP1 0.2µm Blank,Sander Delacauw,,256318,0.033333,,Rune Lagaisse,0000-0001-9191-9140,0000-0002-5400-2891,0000-0002-5400-2891,
