source_mat_id,source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orcid,tidal_stage,depth,noteworthy_env_cond,replicate,samp_size_vol,time_fi,size_frac,size_frac_low,size_frac_up,membr_cut,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,long_store,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,failure,failure_comment,ENA_accession_number_sample,ref_code,obs_id,chlorophyll,chlorophyll_method,sea_surf_temp,sea_surf_temp_method,sea_subsurf_temp,sea_subsurf_temp_method,sea_surf_salinity,sea_surf_salinity_method,sea_subsurf_salinity,sea_subsurf_salinity_method,alkalinity,alkalinity_method,ammonium,ammonium_method,bac_prod,bac_prod_method,biomass,biomass_method,chem_administration,conduc,conduc_method,density,density_method,diss_carb_dioxide,diss_carb_dioxide_method,diss_inorg_carb,diss_inorg_carb_method,diss_org_carb,diss_org_carb_method,diss_org_nitro,diss_org_nitro_method,down_par,down_par_method,diss_oxygen,diss_oxygen_method,n_alkanes,n_alkanes_method,nitrate,nitrate_method,nitrite,nitrite_method,organism_count,organism_count_method,ph,ph_method,part_org_carb,part_org_carb_method,part_org_nitro,part_org_nitro_method,petroleum_hydrocarb,petroleum_hydrocarb_method,phaeopigments,phaeopigments_method,phosphate,phosphate_method,pigments,pigments_method,pressure,pressure_method,primary_prod,primary_prod_method,silicate,silicate_method,sulfate,sulfate_method,sulfide,sulfide_method,turbidity,turbidity_method,water_current,water_current_method
EMOBON_ROSKOGO_Wa_1,EMO BON ROSKOGO Wa 210618 3µm_1,EMOBON metagenome water sample from station ROSKOGO collected on 2021-06-18 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-06-18,ROSKOGO_Wa_210618,Christian Jeanthon; Laurence Garczarek,0000-0002-7339-574X; 0000-0002-8191-8395,flood_tide,2.0,,1,7.5,12.0,3-200,3.0,200.0,,Hand pump,WaSOP 1,na,2021-06-18,,-80.0,Christian Jeanthon,0000-0002-7339-574X,,,,2021-10-19,2021-10-22,-70.0,2021-11-24,2021-11-24,,,,EMOBON00015,ROSKOGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_ROSKOGO_Wa_2,EMO BON ROSKOGO Wa 210618 3µm_2,EMOBON metagenome water sample from station ROSKOGO collected on 2021-06-18 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-06-18,ROSKOGO_Wa_210618,Christian Jeanthon; Laurence Garczarek,0000-0002-7339-574X; 0000-0002-8191-8395,flood_tide,2.0,,2,7.5,12.0,3-200,3.0,200.0,,Hand pump,WaSOP 1,na,2021-06-18,,-80.0,Christian Jeanthon,0000-0002-7339-574X,,,,2021-10-19,2021-10-22,-70.0,2021-11-24,2021-11-24,,,,EMOBON00016,ROSKOGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_ROSKOGO_Wa_5,EMO BON ROSKOGO Wa 210618 0.22µm_1,EMOBON metagenome water sample from station ROSKOGO collected on 2021-06-18 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-06-18,ROSKOGO_Wa_210618,Christian Jeanthon; Laurence Garczarek,0000-0002-7339-574X; 0000-0002-8191-8395,flood_tide,2.0,,1,7.5,12.0,0.2-3,0.2,3.0,,Hand pump,WaSOP 1,na,2021-06-18,,-80.0,Christian Jeanthon,0000-0002-7339-574X,,,,2021-10-19,2021-10-22,-70.0,2021-11-24,2021-11-24,,non-quantifiable DNA after extraction,,EMOBON00017,ROSKOGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_ROSKOGO_Wa_6,EMO BON ROSKOGO Wa 210618 0.22µm_2,EMOBON metagenome water sample from station ROSKOGO collected on 2021-06-18 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-06-18,ROSKOGO_Wa_210618,Christian Jeanthon; Laurence Garczarek,0000-0002-7339-574X; 0000-0002-8191-8395,flood_tide,2.0,,2,7.5,12.0,0.2-3,0.2,3.0,,Hand pump,WaSOP 1,na,2021-06-18,,-80.0,Christian Jeanthon,0000-0002-7339-574X,,,,2021-10-19,2021-10-22,-70.0,2021-11-24,2021-11-24,,low yields; seq library prep failed,,EMOBON00018,ROSKOGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_ROSKOGO_Wa_13,EMO BON ROSKOGO Wa 210802 3µm_1,EMOBON metagenome water sample from station ROSKOGO collected on 2021-08-02 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-02,ROSKOGO_Wa_210802,Sarah Romac,0000-0003-3785-6972,flood_tide,2.0,,1,7.5,13.0,3-200,3.0,200.0,,Hand pump,WaSOP 1,na,2021-08-02,,-80.0,Sarah Romac,0000-0003-3785-6972,,,,2021-10-19,2021-10-22,-70.0,2021-11-24,2021-11-24,,,,EMOBON00019,ROSKOGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_ROSKOGO_Wa_14,EMO BON ROSKOGO Wa 210802 3µm_2,EMOBON metagenome water sample from station ROSKOGO collected on 2021-08-02 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-02,ROSKOGO_Wa_210802,Sarah Romac,0000-0003-3785-6972,flood_tide,2.0,,2,7.5,13.0,3-200,3.0,200.0,,Hand pump,WaSOP 1,na,2021-08-02,,-80.0,Sarah Romac,0000-0003-3785-6972,,,,2021-10-19,2021-10-22,-70.0,2021-11-24,2021-11-24,,,,EMOBON00020,ROSKOGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_ROSKOGO_Wa_17,EMO BON ROSKOGO Wa 210802 0.22µm_1,EMOBON metagenome water sample from station ROSKOGO collected on 2021-08-02 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-02,ROSKOGO_Wa_210802,Sarah Romac,0000-0003-3785-6972,flood_tide,2.0,,1,7.5,13.0,0.2-3,0.2,3.0,,Hand pump,WaSOP 1,na,2021-08-02,,-80.0,Sarah Romac,0000-0003-3785-6972,,,,2021-10-19,2021-10-22,-70.0,2021-11-24,2021-11-24,,,,EMOBON00021,ROSKOGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_ROSKOGO_Wa_18,EMO BON ROSKOGO Wa 210802 0.22µm_2,EMOBON metagenome water sample from station ROSKOGO collected on 2021-08-02 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-02,ROSKOGO_Wa_210802,Sarah Romac,0000-0003-3785-6972,flood_tide,2.0,,2,7.5,13.0,0.2-3,0.2,3.0,,Hand pump,WaSOP 1,na,2021-08-02,,-80.0,Sarah Romac,0000-0003-3785-6972,,,,2021-10-19,2021-10-22,-70.0,2021-11-24,2021-11-24,,,,EMOBON00022,ROSKOGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_ROSKOGO_Wa_23,EMO BON ROSKOGO Wa 211014 3µm_1,EMOBON metagenome water sample from station ROSKOGO collected on 2021-10-14 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-14,ROSKOGO_Wa_211014,Fabrice Not;Laure Guillou,XXX;XXX,flood_tide,2.0,,1,7.5,12.0,3-200,3.0,200.0,,Hand pump,WaSOP 1,na,2021-10-14,,-80.0,Fabrice Not;Laure Guillou,,,,,2022-01-18,2022-01-21,-70.0,2022-02-22,2022-02-23,,,,EMOBON00182,ROSKOGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_ROSKOGO_Wa_24,EMO BON ROSKOGO Wa 211014 3µm_2,EMOBON metagenome water sample from station ROSKOGO collected on 2021-10-14 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-14,ROSKOGO_Wa_211014,Fabrice Not;Laure Guillou,XXX;XXX,flood_tide,2.0,,2,7.5,12.0,3-200,3.0,200.0,,Hand pump,WaSOP 1,na,2021-10-14,,-80.0,Fabrice Not;Laure Guillou,,,,,2022-01-18,2022-01-21,-70.0,2022-02-22,2022-02-23,,,,EMOBON00183,ROSKOGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
